Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Strength training duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,19.200520957509678,,,,71.5,76.0,67.0,,,,20,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,19.200520957509678,,,,75.5,80.0,74.0,,,,20,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,19.200520957509678,,,,77.25,81.0,72.0,,,,20,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,19.200520957509678,,,,75.25,81.0,70.0,,,,19,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,19.200520957509678,,,,77.75,79.0,76.0,,,,13,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,19.200520957509678,,,,73.0,79.0,71.0,,,,13,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,19.200520957509678,,,,75.75,82.0,72.0,,,,13,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,19.200520957509678,,,,66.25,68.0,65.0,,,,13,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,19.200520957509678,,,,66.25,69.0,64.0,,,,13,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,19.200520957509678,,,,66.5,68.0,64.0,,,,13,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,19.200520957509678,,,,60.0,61.0,59.0,,,,13,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,19.200520957509678,,,,62.5,63.0,62.0,,,,13,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,19.200520957509678,,,,66.25,67.0,64.0,,,,13,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,19.200520957509678,,,,62.0,65.0,61.0,,,,13,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,19.200520957509678,,,,60.75,61.0,60.0,,,,13,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,19.200520957509678,,,,59.25,64.0,57.0,,,,13,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,19.200520957509678,,,,60.25,63.0,58.0,,,,13,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,19.200520957509678,,,,74.0,89.0,58.0,,,,13,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,19.200520957509678,,,,56.75,58.0,55.0,,,,13,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,19.200520957509678,,,,68.0,75.0,58.0,,,,13,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,19.200520957509678,,,,65.5,71.0,61.0,,,,13,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,19.200520957509678,,,,55.25,59.0,52.0,,,,13,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,19.200520957509678,,,,101.0,101.0,101.0,,,,13,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,19.200520957509678,,,,78.0,82.0,76.0,,,,13,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,19.200520957509678,,,,76.75,82.0,70.0,,,,57,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,19.200520957509678,,,,87.5,104.0,80.0,,,,66,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,19.200520957509678,,,,73.75,80.0,67.0,,,,66,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,19.200520957509678,,,,74.5,77.0,71.0,,,,66,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,19.200520957509678,,,,83.75,93.0,76.0,,,,60,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,19.200520957509678,,,,78.0,88.0,72.0,,,,56,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,19.200520957509678,,,,85.0,91.0,71.0,,,,56,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,19.200520957509678,,,,,,,,,,56,,,,
08:00:00.000+05:30,08:15:00.000+05:30,,19.200520957509674,115.4566697553232,,,85.0,88.0,82.0,,,,208,,,,
08:15:00.000+05:30,08:30:00.000+05:30,,19.200520957509678,231.08588363709546,,,80.75,84.0,73.0,,,,360,,,,
08:30:00.000+05:30,08:45:00.000+05:30,,19.200520957509678,231.08588363709546,,,94.75,102.0,77.0,0.25676209293010605,0.25676209293010605,0.25676209293010605,360,,,,
08:45:00.000+05:30,09:00:00.000+05:30,7,50.15671857818538,117.59703856198858,7.0,7,77.5,89.0,66.0,,,,360,,,,442000
09:00:00.000+05:30,09:15:00.000+05:30,15,82.23350253807106,0.0,15.0,15,100.25,103.0,94.0,,,,256,,,,900000
09:15:00.000+05:30,09:30:00.000+05:30,15,82.23350253807106,0.0,15.0,15,106.75,109.0,106.0,,,,146,,,,900000
09:30:00.000+05:30,09:45:00.000+05:30,15,82.23350253807106,0.0,15.0,15,111.25,115.0,106.0,0.0,0.0,0.0,146,,,,900000
09:45:00.000+05:30,10:00:00.000+05:30,15,82.23350253807106,0.0,15.0,15,105.0,110.0,102.0,,,,146,,,,900000
10:00:00.000+05:30,10:15:00.000+05:30,15,82.23350253807106,0.0,15.0,15,110.5,114.0,108.0,,,,158,,,,900000
10:15:00.000+05:30,10:30:00.000+05:30,3,31.807117273621955,0.0,3.0,3,104.0,105.0,103.0,,,,178,,,,180000
10:30:00.000+05:30,10:45:00.000+05:30,,19.200520957509678,,,,92.25,106.0,75.0,,,,178,,,,
10:45:00.000+05:30,11:00:00.000+05:30,,19.200520957509678,,,,92.75,105.0,66.0,,,,178,,,,
11:00:00.000+05:30,11:15:00.000+05:30,,19.200520957509678,,,,97.75,109.0,69.0,,,,138,,,,
11:15:00.000+05:30,11:30:00.000+05:30,,19.200520957509678,,,,84.25,93.0,72.0,,,,70,,,,
11:30:00.000+05:30,11:45:00.000+05:30,,19.200520957509678,,,,92.75,109.0,78.0,,,,70,,,,
11:45:00.000+05:30,12:00:00.000+05:30,,19.200520957509678,,,,98.0,98.0,98.0,,,,70,,,,
12:00:00.000+05:30,12:15:00.000+05:30,,19.200520957509678,,,,,,,,,,70,,,,
12:15:00.000+05:30,12:30:00.000+05:30,,19.200520957509678,,,,,,,,,,70,,,,
12:30:00.000+05:30,12:45:00.000+05:30,,19.200520957509678,,,,,,,,,,70,,,,
12:45:00.000+05:30,13:00:00.000+05:30,,19.200520957509678,,,,,,,,,,70,,,,
13:00:00.000+05:30,13:15:00.000+05:30,,19.200520957509678,,,,99.75,103.0,98.0,,,,57,,,,
13:15:00.000+05:30,13:30:00.000+05:30,,19.200520957509678,,,,102.5,104.0,99.0,,,,57,,,,
13:30:00.000+05:30,13:45:00.000+05:30,,19.200520957509678,,,,100.5,104.0,98.0,,,,57,,,,
13:45:00.000+05:30,14:00:00.000+05:30,,19.200520957509678,,,,103.0,105.0,99.0,,,,57,,,,
14:00:00.000+05:30,14:15:00.000+05:30,,19.200520957509674,,,,86.25,103.0,78.0,,,,65,,,,
14:15:00.000+05:30,14:30:00.000+05:30,,19.200520957509674,,,,99.25,103.0,94.0,,,,65,,,,
14:30:00.000+05:30,14:45:00.000+05:30,,19.200520957509674,,,,95.75,100.0,93.0,,,,65,,,,
14:45:00.000+05:30,15:00:00.000+05:30,,19.200520957509674,,,,90.25,91.0,88.0,,,,65,,,,
15:00:00.000+05:30,15:15:00.000+05:30,,19.200520957509678,,,,84.0,100.0,73.0,,,,28,,,,
15:15:00.000+05:30,15:30:00.000+05:30,,19.200520957509678,,,,85.25,100.0,77.0,,,,20,,,,
15:30:00.000+05:30,15:45:00.000+05:30,,19.200520957509678,,,,92.75,103.0,86.0,,,,20,,,,
15:45:00.000+05:30,16:00:00.000+05:30,,19.200520957509678,,,,94.5,99.0,91.0,,,,20,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,19.200520957509678,,,,91.25,92.0,90.0,,,,59,,,,
16:15:00.000+05:30,16:30:00.000+05:30,,19.200520957509678,,,,88.5,94.0,85.0,,,,67,,,,
16:30:00.000+05:30,16:45:00.000+05:30,,19.200520957509678,,,,86.25,96.0,78.0,,,,67,,,,
16:45:00.000+05:30,17:00:00.000+05:30,,19.200520957509678,,,,86.25,97.0,70.0,,,,67,,,,
17:00:00.000+05:30,17:15:00.000+05:30,,19.200520957509674,,,,98.5,101.0,96.0,,,,64,,,,
17:15:00.000+05:30,17:30:00.000+05:30,,19.200520957509678,,,,98.0,100.0,96.0,,,,58,,,,
17:30:00.000+05:30,17:45:00.000+05:30,,19.200520957509678,,,,92.5,93.0,92.0,,,,58,,,,
17:45:00.000+05:30,18:00:00.000+05:30,,19.200520957509678,,,,89.25,91.0,85.0,,,,58,,,,
18:00:00.000+05:30,18:15:00.000+05:30,,19.200520957509678,,,,87.5,90.0,83.0,,,,58,,,,
18:15:00.000+05:30,18:30:00.000+05:30,,19.200520957509674,,,,83.0,86.0,80.0,,,,10,,,,
18:30:00.000+05:30,18:45:00.000+05:30,,19.200520957509674,,,,85.25,86.0,84.0,,,,8,,,,
18:45:00.000+05:30,19:00:00.000+05:30,,19.200520957509674,,,,83.5,90.0,76.0,,,,8,,,,
19:00:00.000+05:30,19:15:00.000+05:30,,19.200520957509674,,,,85.75,92.0,75.0,,,,8,,,,
19:15:00.000+05:30,19:30:00.000+05:30,,19.200520957509674,,,,86.5,99.0,80.0,,,,16,,,,
19:30:00.000+05:30,19:45:00.000+05:30,,19.200520957509674,,,,93.5,100.0,90.0,,,,25,,,,
19:45:00.000+05:30,20:00:00.000+05:30,,19.200520957509674,,,,93.25,95.0,92.0,,,,25,,,,
20:00:00.000+05:30,20:15:00.000+05:30,,19.200520957509674,,,,98.5,103.0,97.0,,,,25,,,,
20:15:00.000+05:30,20:30:00.000+05:30,,19.200520957509674,,,,81.25,104.0,61.0,,,,25,,,,
20:30:00.000+05:30,20:45:00.000+05:30,,19.200520957509674,,,,100.0,104.0,97.0,,,,25,,,,
20:45:00.000+05:30,21:00:00.000+05:30,,19.200520957509674,,,,95.5,101.0,83.0,,,,25,,,,
21:00:00.000+05:30,21:15:00.000+05:30,,19.200520957509674,,,,93.5,101.0,71.0,,,,25,,,,
21:15:00.000+05:30,21:30:00.000+05:30,,19.200520957509674,,,,96.0,97.0,94.0,,,,25,,,,
