Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Strength training duration (ms)
21:30:00.000+05:30,21:45:00.000+05:30,,19.200520957509674,,,,99.0,101.0,94.0,,,,25,,,,
21:45:00.000+05:30,22:00:00.000+05:30,,19.200520957509674,,,,92.5,106.0,84.0,,,,25,,,,
22:00:00.000+05:30,22:15:00.000+05:30,,19.200520957509674,,,,96.25,102.0,91.0,,,,25,,,,
22:15:00.000+05:30,22:30:00.000+05:30,,19.200520957509674,,,,90.0,96.0,80.0,,,,20,,,,
22:30:00.000+05:30,22:45:00.000+05:30,,19.200520957509674,,,,92.75,95.0,88.0,,,,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,,19.200520957509674,,,,,,,,,,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,,19.200520957509674,,,,,,,,,,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,,19.200520957509674,,,,,,,,,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,19.200520957509674,,,,88.0,88.0,88.0,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,19.200520957509674,,,,85.75,96.0,78.0,,,,,,,,
