Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Strength training duration (ms)
10:00:00.000+05:30,10:15:00.000+05:30,,19.200520957509678,,,,68.5,83.0,53.0,,,,25,,,,
10:15:00.000+05:30,10:30:00.000+05:30,,19.200520957509678,,,,64.5,82.0,56.0,,,,25,,,,
10:30:00.000+05:30,10:45:00.000+05:30,,19.200520957509678,,,,61.0,64.0,58.0,,,,25,,,,
10:45:00.000+05:30,11:00:00.000+05:30,,19.200520957509678,,,,,,,,,,25,,,,
11:00:00.000+05:30,11:15:00.000+05:30,,19.200520957509678,,,,87.0,91.0,83.0,,,,25,,,,
11:15:00.000+05:30,11:30:00.000+05:30,6,42.9901884107377,0.0,6.0,6,82.5,97.0,73.0,,,,25,,,,400000
11:30:00.000+05:30,11:45:00.000+05:30,15,72.72727272727272,0.0,15.0,15,102.75,106.0,95.0,,,,25,,,,900000
11:45:00.000+05:30,12:00:00.000+05:30,15,72.72727272727272,0.0,15.0,15,107.75,109.0,104.0,0.0,0.0,0.0,25,,,,900000
12:00:00.000+05:30,12:15:00.000+05:30,15,72.72727272727272,0.0,15.0,15,105.25,112.0,100.0,,,,25,,,,900000
12:15:00.000+05:30,12:30:00.000+05:30,6,40.90859250858025,0.0,6.0,6,97.0,124.0,64.0,,,,84,,,,365000
12:30:00.000+05:30,12:45:00.000+05:30,,19.200520957509678,,,,100.0,104.0,96.0,,,,85,,,,
12:45:00.000+05:30,13:00:00.000+05:30,,19.200520957509678,,,,95.75,104.0,86.0,,,,85,,,,
13:00:00.000+05:30,13:15:00.000+05:30,,19.200520957509678,,,,90.5,93.0,88.0,,,,85,,,,
13:15:00.000+05:30,13:30:00.000+05:30,,19.200520957509678,,,,83.5,86.0,81.0,,,,52,,,,
13:30:00.000+05:30,13:45:00.000+05:30,,19.200520957509674,,,,92.0,92.0,92.0,,,,49,,,,
13:45:00.000+05:30,14:00:00.000+05:30,,19.200520957509674,,,,,,,,,,49,,,,
14:00:00.000+05:30,14:15:00.000+05:30,,19.200520957509674,,,,,,,,,,49,,,,
14:15:00.000+05:30,14:30:00.000+05:30,,19.200520957509678,,,,,,,,,,26,,,,
14:30:00.000+05:30,14:45:00.000+05:30,,19.20052095750968,,,,,,,,,,21,,,,
14:45:00.000+05:30,15:00:00.000+05:30,,19.20052095750968,,,,,,,,,,21,,,,
15:00:00.000+05:30,15:15:00.000+05:30,,19.20052095750968,,,,,,,,,,21,,,,
15:15:00.000+05:30,15:30:00.000+05:30,,19.20052095750968,,,,,,,,,,21,,,,
15:30:00.000+05:30,15:45:00.000+05:30,,19.20052095750968,,,,,,,,,,21,,,,
15:45:00.000+05:30,16:00:00.000+05:30,,19.20052095750968,,,,,,,,,,21,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,19.20052095750968,,,,,,,,,,21,,,,
16:15:00.000+05:30,16:30:00.000+05:30,,19.20052095750968,,,,,,,,,,21,,,,
16:30:00.000+05:30,16:45:00.000+05:30,,19.20052095750968,,,,,,,,,,21,,,,
16:45:00.000+05:30,17:00:00.000+05:30,,19.20052095750968,,,,,,,,,,21,,,,
17:00:00.000+05:30,17:15:00.000+05:30,,19.20052095750968,,,,,,,,,,21,,,,
17:15:00.000+05:30,17:30:00.000+05:30,,19.20052095750968,,,,94.5,95.0,94.0,,,,21,,,,
17:30:00.000+05:30,17:45:00.000+05:30,,19.20052095750968,,,,96.25,100.0,88.0,,,,21,,,,
17:45:00.000+05:30,18:00:00.000+05:30,,19.20052095750968,,,,95.5,96.0,95.0,,,,21,,,,
18:00:00.000+05:30,18:15:00.000+05:30,,19.20052095750968,,,,,,,,,,21,,,,
18:15:00.000+05:30,18:30:00.000+05:30,,19.20052095750968,,,,,,,,,,21,,,,
18:30:00.000+05:30,18:45:00.000+05:30,,19.20052095750968,,,,95.25,106.0,77.0,,,,21,,,,
18:45:00.000+05:30,19:00:00.000+05:30,,19.20052095750968,,,,96.0,96.0,96.0,,,,21,,,,
19:00:00.000+05:30,19:15:00.000+05:30,,19.20052095750968,,,,76.0,79.0,73.0,,,,21,,,,
19:15:00.000+05:30,19:30:00.000+05:30,,19.20052095750968,,,,90.0,99.0,81.0,,,,21,,,,
19:30:00.000+05:30,19:45:00.000+05:30,,19.20052095750968,,,,78.0,78.0,78.0,,,,21,,,,
19:45:00.000+05:30,20:00:00.000+05:30,,19.20052095750968,,,,79.0,79.0,79.0,,,,21,,,,
20:00:00.000+05:30,20:15:00.000+05:30,,19.20052095750968,,,,90.0,90.0,90.0,,,,26,,,,
20:15:00.000+05:30,20:30:00.000+05:30,,19.200520957509678,,,,81.0,81.0,81.0,,,,85,,,,
20:30:00.000+05:30,20:45:00.000+05:30,,19.200520957509678,,,,90.0,98.0,86.0,,,,85,,,,
20:45:00.000+05:30,21:00:00.000+05:30,,19.200520957509678,,,,92.25,96.0,83.0,,,,85,,,,
21:00:00.000+05:30,21:15:00.000+05:30,,19.200520957509678,,,,98.0,99.0,97.0,,,,85,,,,
21:15:00.000+05:30,21:30:00.000+05:30,,19.200520957509678,,,,83.5,90.0,77.0,,,,62,,,,
21:30:00.000+05:30,21:45:00.000+05:30,,19.200520957509678,,,,96.0,100.0,91.0,,,,62,,,,
21:45:00.000+05:30,22:00:00.000+05:30,,19.200520957509678,,,,93.0,100.0,90.0,,,,62,,,,
22:00:00.000+05:30,22:15:00.000+05:30,,19.200520957509678,,,,110.0,110.0,110.0,,,,62,,,,
22:15:00.000+05:30,22:30:00.000+05:30,,19.200520957509678,,,,97.0,97.0,97.0,,,,8,,,,
22:30:00.000+05:30,22:45:00.000+05:30,,19.200520957509678,,,,88.0,88.0,88.0,,,,8,,,,
22:45:00.000+05:30,23:00:00.000+05:30,,19.200520957509678,,,,92.0,92.0,92.0,,,,8,,,,
23:00:00.000+05:30,23:15:00.000+05:30,,19.200520957509678,,,,78.0,78.0,78.0,,,,5,,,,
23:15:00.000+05:30,23:30:00.000+05:30,,19.200520957509678,,,,83.0,87.0,73.0,,,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,19.200520957509678,,,,88.0,91.0,79.0,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,19.200520957509678,,,,90.75,92.0,89.0,,,,,,,,
