Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Walking duration (ms)
06:45:00.000+05:30,07:00:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
08:00:00.000+05:30,08:15:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
08:15:00.000+05:30,08:30:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
08:30:00.000+05:30,08:45:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
08:45:00.000+05:30,09:00:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
09:00:00.000+05:30,09:15:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
09:15:00.000+05:30,09:30:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
09:30:00.000+05:30,09:45:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
09:45:00.000+05:30,10:00:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
10:00:00.000+05:30,10:15:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
10:15:00.000+05:30,10:30:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
10:30:00.000+05:30,10:45:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
10:45:00.000+05:30,11:00:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
11:00:00.000+05:30,11:15:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
11:15:00.000+05:30,11:30:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
11:30:00.000+05:30,11:45:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
11:45:00.000+05:30,12:00:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
12:00:00.000+05:30,12:15:00.000+05:30,,19.200520957509678,,,,80.0,84.0,76.0,,,,4,,,,
12:15:00.000+05:30,12:30:00.000+05:30,,19.200520957509678,,,,79.0,82.0,76.0,,,,4,,,,
12:30:00.000+05:30,12:45:00.000+05:30,,19.200520957509678,,,,72.75,80.0,65.0,,,,4,,,,
12:45:00.000+05:30,13:00:00.000+05:30,,19.200520957509678,,,,93.25,96.0,88.0,,,,20,,,,
13:00:00.000+05:30,13:15:00.000+05:30,,19.200520957509678,,,,84.0,89.0,74.0,,,,25,,,,
13:15:00.000+05:30,13:30:00.000+05:30,,19.200520957509678,,,,100.25,104.0,96.0,,,,25,,,,
13:30:00.000+05:30,13:45:00.000+05:30,,19.200520957509678,,,,78.5,94.0,71.0,,,,25,,,,
13:45:00.000+05:30,14:00:00.000+05:30,,19.200520957509678,,,,96.0,97.0,95.0,,,,25,,,,
14:00:00.000+05:30,14:15:00.000+05:30,,19.200520957509678,,,,,,,,,,25,,,,
14:15:00.000+05:30,14:30:00.000+05:30,,19.200520957509678,,,,85.0,85.0,85.0,,,,25,,,,
14:30:00.000+05:30,14:45:00.000+05:30,,19.200520957509678,,,,94.25,102.0,83.0,,,,25,,,,
14:45:00.000+05:30,15:00:00.000+05:30,,19.200520957509678,,,,80.5,83.0,77.0,,,,25,,,,
15:00:00.000+05:30,15:15:00.000+05:30,,19.200520957509678,,,,81.75,83.0,81.0,,,,24,,,,
15:15:00.000+05:30,15:30:00.000+05:30,,19.200520957509678,,,,90.75,94.0,89.0,,,,24,,,,
15:30:00.000+05:30,15:45:00.000+05:30,,19.200520957509678,,,,95.75,100.0,85.0,,,,24,,,,
15:45:00.000+05:30,16:00:00.000+05:30,,19.200520957509678,,,,76.0,78.0,70.0,,,,25,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,19.200520957509674,,,,89.0,99.0,81.0,,,,28,,,,
16:15:00.000+05:30,16:30:00.000+05:30,,19.200520957509674,,,,71.5,81.0,66.0,,,,28,,,,
16:30:00.000+05:30,16:45:00.000+05:30,,19.200520957509674,,,,68.75,75.0,66.0,,,,28,,,,
16:45:00.000+05:30,17:00:00.000+05:30,,19.200520957509674,,,,74.0,89.0,67.0,,,,35,,,,
17:00:00.000+05:30,17:15:00.000+05:30,,19.200520957509674,,,,68.25,80.0,64.0,,,,204,,,,
17:15:00.000+05:30,17:30:00.000+05:30,,19.200520957509674,,,,78.25,85.0,65.0,,,,204,,,,
17:30:00.000+05:30,17:45:00.000+05:30,,19.200520957509674,,,,68.0,74.0,62.0,,,,204,,,,
17:45:00.000+05:30,18:00:00.000+05:30,,19.200520957509674,,,,67.0,85.0,57.0,,,,204,,,,
18:00:00.000+05:30,18:15:00.000+05:30,,19.200520957509674,,,,,,,,,,204,,,,
18:15:00.000+05:30,18:30:00.000+05:30,,19.200520957509674,,,,,,,,,,204,,,,
18:30:00.000+05:30,18:45:00.000+05:30,,19.200520957509674,,,,,,,,,,204,,,,
18:45:00.000+05:30,19:00:00.000+05:30,,19.200520957509674,,,,,,,,,,204,,,,
19:00:00.000+05:30,19:15:00.000+05:30,,19.200520957509674,,,,86.75,105.0,77.0,,,,204,,,,
19:15:00.000+05:30,19:30:00.000+05:30,,19.200520957509674,,,,90.75,97.0,83.0,,,,204,,,,
19:30:00.000+05:30,19:45:00.000+05:30,5,43.25689189486647,188.18756530825496,,,83.0,85.0,77.0,,,,434,,,,269000
19:45:00.000+05:30,20:00:00.000+05:30,15,99.68652037617555,629.6238244514107,,,91.5,111.0,74.0,0.699582027168234,0.699582027168234,0.699582027168234,975,,,,900000
20:00:00.000+05:30,20:15:00.000+05:30,13,85.82504269851643,521.1886102403344,,,124.5,136.0,114.0,,,,842,,,,745000
20:15:00.000+05:30,20:30:00.000+05:30,,19.200520957509674,,,,97.25,107.0,90.0,,,,72,,,,
20:30:00.000+05:30,20:45:00.000+05:30,,19.200520957509674,,,,77.5,98.0,68.0,,,,61,,,,
20:45:00.000+05:30,21:00:00.000+05:30,,19.200520957509674,,,,86.0,89.0,83.0,,,,61,,,,
21:00:00.000+05:30,21:15:00.000+05:30,,19.200520957509674,,,,95.75,101.0,88.0,,,,61,,,,
21:15:00.000+05:30,21:30:00.000+05:30,,19.200520957509674,,,,68.0,75.0,59.0,,,,61,,,,
21:30:00.000+05:30,21:45:00.000+05:30,,19.200520957509674,,,,87.0,91.0,85.0,,,,61,,,,
21:45:00.000+05:30,22:00:00.000+05:30,,19.200520957509674,,,,87.25,92.0,83.0,,,,61,,,,
22:00:00.000+05:30,22:15:00.000+05:30,,19.200520957509674,,,,81.25,89.0,76.0,,,,61,,,,
22:15:00.000+05:30,22:30:00.000+05:30,,19.200520957509678,,,,101.25,105.0,94.0,,,,30,,,,
22:30:00.000+05:30,22:45:00.000+05:30,,19.200520957509678,,,,79.25,81.0,76.0,,,,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,,19.200520957509678,,,,76.0,76.0,76.0,,,,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,,19.200520957509678,,,,,,,,,,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,,19.200520957509678,,,,,,,,,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,19.200520957509678,,,,77.0,77.0,77.0,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,19.200520957509678,,,,90.75,101.0,86.0,,,,,,,,
