Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Walking duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,19.200520957509674,,,,,,,,,,5,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,19.200520957509674,,,,,,,,,,5,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,19.200520957509674,,,,,,,,,,5,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,19.200520957509674,,,,,,,,,,5,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,19.200520957509674,,,,,,,,,,5,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,19.200520957509674,,,,105.25,112.0,99.0,,,,5,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,19.200520957509674,,,,85.5,94.0,81.0,,,,5,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,19.200520957509674,,,,82.25,85.0,78.0,,,,5,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,19.200520957509674,,,,81.5,86.0,79.0,,,,5,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,19.200520957509674,,,,72.0,79.0,69.0,,,,5,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,19.200520957509674,,,,73.0,73.0,73.0,,,,5,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,19.200520957509674,,,,72.0,76.0,70.0,,,,5,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,19.200520957509674,,,,67.0,69.0,65.0,,,,5,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,19.200520957509674,,,,63.25,67.0,61.0,,,,5,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,19.200520957509674,,,,66.75,72.0,63.0,,,,5,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,19.200520957509674,,,,64.0,67.0,61.0,,,,5,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,19.200520957509674,,,,64.5,70.0,62.0,,,,5,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,19.200520957509674,,,,64.5,67.0,63.0,,,,5,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,19.200520957509674,,,,65.0,77.0,61.0,,,,5,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,19.200520957509674,,,,61.75,64.0,57.0,,,,5,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,19.200520957509674,,,,66.75,71.0,61.0,,,,5,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,19.200520957509674,,,,67.25,74.0,63.0,,,,5,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,19.200520957509674,,,,62.0,62.0,62.0,,,,5,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,19.200520957509674,,,,,,,,,,5,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,19.200520957509678,,,,,,,,,,4,,,,
